district,mandal,date,rain_(mm),min_humidity_(%),max_humidity_(%),date_yyyy_mm,_qc_missing,_qc_outlier_rain,_qc_imputed
Hanumakonda,Atmakur,2025-11-06,0.0,53.1,93.1,2025-11,False,False,False
Hanumakonda,Atmakur,2025-10-06,0.0,71.0,89.0,2025-10,False,False,False
Hanumakonda,Atmakur,2025-09-06,1.2,39.0,85.5,2025-09,False,False,False
Hanumakonda,Atmakur,2025-06-13,4.1,55.7,100.0,2025-06,False,False,False
Hanumakonda,Atmakur,2025-06-14,0.0,55.6,96.0,2025-06,False,False,False
Hanumakonda,Atmakur,2025-06-15,0.0,57.3,94.1,2025-06,False,False,False
Hanumakonda,Atmakur,2025-06-16,0.0,60.5,84.0,2025-06,False,False,False
Hanumakonda,Atmakur,2025-06-17,0.0,59.4,88.0,2025-06,False,False,False
Hanumakonda,Atmakur,2025-06-18,0.0,47.1,70.5,2025-06,False,False,False
Hanumakonda,Atmakur,2025-06-19,0.0,44.1,69.1,2025-06,False,False,False
Hanumakonda,Atmakur,2025-06-20,0.0,52.0,74.8,2025-06,False,False,False
Hanumakonda,Atmakur,2025-06-21,0.0,47.9,81.1,2025-06,False,False,False
Hanumakonda,Atmakur,2025-06-22,7.0,45.9,99.0,2025-06,False,True,False
Hanumakonda,Atmakur,2025-06-23,4.5,45.9,100.0,2025-06,False,False,False
Hanumakonda,Atmakur,2025-06-24,2.2,60.5,100.0,2025-06,False,False,False
Hanumakonda,Atmakur,2025-06-25,29.8,64.1,100.0,2025-06,False,True,False
Hanumakonda,Atmakur,2025-06-26,62.1,63.0,100.0,2025-06,False,True,False
Hanumakonda,Atmakur,2025-06-27,7.4,80.3,100.0,2025-06,False,True,False
Hanumakonda,Atmakur,2025-06-28,0.0,55.7,97.9,2025-06,False,False,False
Hanumakonda,Atmakur,2025-06-29,0.0,53.6,88.5,2025-06,False,False,False
Hanumakonda,Atmakur,2025-06-30,31.1,57.9,100.0,2025-06,False,True,False
Hanumakonda,Bheemadevarapalle,2025-04-06,0.0,61.3,100.0,2025-04,False,False,False
Hanumakonda,Bheemadevarapalle,2025-08-06,0.0,49.6,62.7,2025-08,False,False,False
Hanumakonda,Bheemadevarapalle,2025-12-06,0.0,73.7,95.9,2025-12,False,False,False
Hanumakonda,Bheemadevarapalle,2025-02-06,0.0,52.3,74.1,2025-02,False,False,False
Hanumakonda,Bheemadevarapalle,2025-01-06,0.0,55.2,67.7,2025-01,False,False,False
Hanumakonda,Bheemadevarapalle,2025-07-06,0.0,45.1,93.1,2025-07,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-06,0.0,55.9,77.5,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-03-06,0.0,55.9,70.6,2025-03,False,False,False
Hanumakonda,Bheemadevarapalle,2025-05-06,0.0,58.3,84.1,2025-05,False,False,False
Hanumakonda,Bheemadevarapalle,2025-11-06,19.0,81.6,99.1,2025-11,False,True,False
Hanumakonda,Bheemadevarapalle,2025-10-06,0.0,76.3,88.3,2025-10,False,False,False
Hanumakonda,Bheemadevarapalle,2025-09-06,0.7,60.8,91.3,2025-09,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-13,0.0,72.3,98.0,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-14,0.0,73.6,97.5,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-15,0.0,62.5,89.3,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-16,0.0,73.7,87.2,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-17,0.0,73.4,87.1,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-18,0.0,64.0,82.7,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-19,0.0,51.1,75.1,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-20,0.0,54.9,81.3,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-21,6.8,52.8,80.8,2025-06,False,True,False
Hanumakonda,Bheemadevarapalle,2025-06-22,0.0,49.4,80.3,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-23,0.0,48.2,79.8,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-24,2.0,62.1,78.9,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-25,5.8,65.1,99.3,2025-06,False,True,False
Hanumakonda,Bheemadevarapalle,2025-06-26,21.6,67.1,99.9,2025-06,False,True,False
Hanumakonda,Bheemadevarapalle,2025-06-27,0.0,71.9,96.1,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-28,0.0,60.5,83.0,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-29,0.0,58.0,81.3,2025-06,False,False,False
Hanumakonda,Bheemadevarapalle,2025-06-30,10.4,63.1,99.0,2025-06,False,True,False
Hanumakonda,Damera,2025-04-06,4.8,58.2,100.0,2025-04,False,True,False
Hanumakonda,Damera,2025-08-06,2.2,24.8,89.3,2025-08,False,False,False
Hanumakonda,Damera,2025-12-06,0.0,72.3,100.0,2025-12,False,False,False
Hanumakonda,Damera,2025-02-06,0.0,45.6,87.7,2025-02,False,False,False
Hanumakonda,Damera,2025-01-06,0.0,59.3,100.0,2025-01,False,False,False
Hanumakonda,Damera,2025-07-06,0.0,35.4,90.2,2025-07,False,False,False
Hanumakonda,Damera,2025-06-06,0.0,42.8,83.5,2025-06,False,False,False
Hanumakonda,Damera,2025-03-06,0.0,46.0,82.8,2025-03,False,False,False
Hanumakonda,Damera,2025-05-06,0.0,42.2,93.0,2025-05,False,False,False
Hanumakonda,Damera,2025-11-06,0.0,53.8,100.0,2025-11,False,False,False
Hanumakonda,Damera,2025-10-06,0.0,72.2,91.9,2025-10,False,False,False
Hanumakonda,Damera,2025-09-06,0.0,37.5,86.7,2025-09,False,False,False
Hanumakonda,Damera,2025-06-13,2.2,55.2,100.0,2025-06,False,False,False
Hanumakonda,Damera,2025-06-14,0.0,52.8,100.0,2025-06,False,False,False
Hanumakonda,Damera,2025-06-15,0.0,57.0,100.0,2025-06,False,False,False
Hanumakonda,Damera,2025-06-16,0.0,64.4,87.5,2025-06,False,False,False
Hanumakonda,Damera,2025-06-17,0.0,60.2,88.4,2025-06,False,False,False
Hanumakonda,Damera,2025-06-18,0.0,44.5,77.4,2025-06,False,False,False
Hanumakonda,Damera,2025-06-19,0.0,42.4,71.3,2025-06,False,False,False
Hanumakonda,Damera,2025-06-20,0.0,51.4,77.1,2025-06,False,False,False
Hanumakonda,Damera,2025-06-21,2.2,45.6,100.0,2025-06,False,False,False
Hanumakonda,Damera,2025-06-22,0.6,43.5,100.0,2025-06,False,False,False
Hanumakonda,Damera,2025-06-23,4.8,45.0,100.0,2025-06,False,True,False
Hanumakonda,Damera,2025-06-24,1.5,62.1,100.0,2025-06,False,False,False
Hanumakonda,Damera,2025-06-25,24.8,72.8,100.0,2025-06,False,True,False
Hanumakonda,Damera,2025-06-26,32.8,71.9,100.0,2025-06,False,True,False
Hanumakonda,Damera,2025-06-27,4.9,80.8,92.0,2025-06,False,True,False
Hanumakonda,Damera,2025-06-28,0.0,57.0,100.0,2025-06,False,False,False
Hanumakonda,Damera,2025-06-29,0.0,54.7,100.0,2025-06,False,False,False
Hanumakonda,Damera,2025-06-30,30.1,64.8,100.0,2025-06,False,True,False
Hanumakonda,Dharmasagar,2025-04-06,0.3,58.5,83.6,2025-04,False,False,False
Hanumakonda,Dharmasagar,2025-08-06,0.0,40.3,82.7,2025-08,False,False,False
Hanumakonda,Dharmasagar,2025-12-06,0.0,65.1,97.5,2025-12,False,False,False
Hanumakonda,Dharmasagar,2025-02-06,0.0,45.0,97.5,2025-02,False,False,False
Hanumakonda,Dharmasagar,2025-01-06,0.0,52.8,96.0,2025-01,False,False,False
Hanumakonda,Dharmasagar,2025-07-06,0.0,42.0,95.5,2025-07,False,False,False
Hanumakonda,Dharmasagar,2025-06-06,5.8,49.3,100.0,2025-06,False,True,False
Hanumakonda,Dharmasagar,2025-03-06,1.8,49.9,100.0,2025-03,False,False,False
Hanumakonda,Dharmasagar,2025-05-06,0.0,45.2,76.6,2025-05,False,False,False
Hanumakonda,Dharmasagar,2025-11-06,17.1,52.6,100.0,2025-11,False,True,False
Hanumakonda,Dharmasagar,2025-10-06,0.0,64.9,84.4,2025-10,False,False,False
Hanumakonda,Dharmasagar,2025-09-06,1.1,38.3,78.8,2025-09,False,False,False
Hanumakonda,Dharmasagar,2025-06-13,0.0,59.9,100.0,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-14,0.0,60.0,100.0,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-15,0.0,54.5,88.9,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-16,0.0,53.2,85.6,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-17,0.3,60.8,86.9,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-18,0.0,49.2,76.2,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-19,0.0,48.7,73.6,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-20,0.0,49.9,77.1,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-21,0.0,47.0,78.1,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-22,0.0,43.8,76.2,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-23,0.0,44.6,75.7,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-24,1.1,59.6,83.1,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-25,5.5,61.6,100.0,2025-06,False,True,False
Hanumakonda,Dharmasagar,2025-06-26,31.0,65.5,100.0,2025-06,False,True,False
Hanumakonda,Dharmasagar,2025-06-27,0.7,66.2,100.0,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-28,0.0,54.8,81.9,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-29,0.0,54.3,75.5,2025-06,False,False,False
Hanumakonda,Dharmasagar,2025-06-30,12.8,53.8,100.0,2025-06,False,True,False
Hanumakonda,Elkathurthi,2025-04-06,0.0,64.0,100.0,2025-04,False,False,False
Hanumakonda,Elkathurthi,2025-08-06,0.0,37.6,78.5,2025-08,False,False,False
Hanumakonda,Elkathurthi,2025-12-06,0.0,63.2,93.2,2025-12,False,False,False
Hanumakonda,Elkathurthi,2025-02-06,0.0,50.1,85.5,2025-02,False,False,False
Hanumakonda,Elkathurthi,2025-01-06,0.0,54.0,78.8,2025-01,False,False,False
Hanumakonda,Elkathurthi,2025-07-06,0.0,51.3,82.7,2025-07,False,False,False
Hanumakonda,Elkathurthi,2025-06-06,0.0,48.6,94.7,2025-06,False,False,False
Hanumakonda,Elkathurthi,2025-03-06,0.0,53.1,85.3,2025-03,False,False,False
Hanumakonda,Elkathurthi,2025-05-06,0.0,46.9,75.8,2025-05,False,False,False
Hanumakonda,Elkathurthi,2025-11-06,19.0,93.3,100.0,2025-11,False,True,False
Hanumakonda,Elkathurthi,2025-10-06,0.0,63.1,82.3,2025-10,False,False,False
Hanumakonda,Elkathurthi,2025-09-06,0.0,36.8,73.6,2025-09,False,False,False
Hanumakonda,Elkathurthi,2025-06-13,0.0,57.6,90.8,2025-06,False,False,False
Hanumakonda,Elkathurthi,2025-06-14,0.0,58.2,95.3,2025-06,False,False,False
Hanumakonda,Elkathurthi,2025-06-15,0.0,52.1,73.8,2025-06,False,False,False
Hanumakonda,Elkathurthi,2025-06-16,0.0,58.3,83.9,2025-06,False,False,False
Hanumakonda,Elkathurthi,2025-06-17,0.0,61.4,84.4,2025-06,False,False,False
Hanumakonda,Elkathurthi,2025-06-18,0.0,51.5,74.8,2025-06,False,False,False
Hanumakonda,Elkathurthi,2025-06-19,0.0,49.3,72.1,2025-06,False,False,False
Hanumakonda,Elkathurthi,2025-06-20,0.0,53.1,76.3,2025-06,False,False,False
Hanumakonda,Elkathurthi,2025-06-21,0.0,49.4,83.6,2025-06,False,False,False
Hanumakonda,Elkathurthi,2025-06-22,0.0,45.8,78.1,2025-06,False,False,False
Hanumakonda,Elkathurthi,2025-06-23,1.0,47.7,85.3,2025-06,False,False,False
Hanumakonda,Elkathurthi,2025-06-24,2.6,61.7,87.1,2025-06,False,False,False
Hanumakonda,Elkathurthi,2025-06-25,17.7,64.1,98.1,2025-06,False,True,False
Hanumakonda,Elkathurthi,2025-06-26,16.5,67.2,98.3,2025-06,False,True,False
