district,mandal,date,rain_(mm),min_humidity_(%),max_humidity_(%),date_yyyy_mm,_qc_missing,_qc_outlier_rain,_qc_imputed
Mahabubnagar,Devarkadara,2025-06-13,0.0,79.3,86.4,2025-06,False,False,False
Mahabubnagar,Devarkadara,2025-06-14,0.0,75.6,84.8,2025-06,False,False,False
Mahabubnagar,Devarkadara,2025-06-15,5.6,77.8,85.2,2025-06,False,True,False
Mahabubnagar,Devarkadara,2025-06-16,3.0,77.7,84.0,2025-06,False,False,False
Mahabubnagar,Devarkadara,2025-06-17,12.5,76.9,86.4,2025-06,False,True,False
Mahabubnagar,Devarkadara,2025-06-18,0.0,56.5,87.6,2025-06,False,False,False
Mahabubnagar,Devarkadara,2025-06-19,0.0,54.3,85.5,2025-06,False,False,False
Mahabubnagar,Devarkadara,2025-06-20,0.0,50.1,83.8,2025-06,False,False,False
Mahabubnagar,Devarkadara,2025-06-21,1.4,71.6,84.5,2025-06,False,False,False
Mahabubnagar,Devarkadara,2025-06-22,0.0,71.6,82.1,2025-06,False,False,False
Mahabubnagar,Devarkadara,2025-06-23,0.0,70.6,81.6,2025-06,False,False,False
Mahabubnagar,Devarkadara,2025-06-24,0.0,71.0,82.1,2025-06,False,False,False
Mahabubnagar,Devarkadara,2025-06-25,0.0,73.9,84.0,2025-06,False,False,False
Mahabubnagar,Devarkadara,2025-06-26,2.0,74.4,84.5,2025-06,False,False,False
Mahabubnagar,Devarkadara,2025-06-27,0.0,74.9,82.6,2025-06,False,False,False
Mahabubnagar,Devarkadara,2025-06-28,0.0,71.6,79.1,2025-06,False,False,False
Mahabubnagar,Devarkadara,2025-06-29,6.0,69.6,82.1,2025-06,False,True,False
Mahabubnagar,Devarkadara,2025-06-30,0.0,58.7,85.9,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-04-06,3.3,46.8,97.2,2025-04,False,False,False
Mahabubnagar,Gandeed,2025-08-06,0.0,44.3,96.7,2025-08,False,False,False
Mahabubnagar,Gandeed,2025-12-06,23.3,69.7,100.0,2025-12,False,True,False
Mahabubnagar,Gandeed,2025-02-06,0.0,45.1,90.7,2025-02,False,False,False
Mahabubnagar,Gandeed,2025-01-06,0.0,46.2,88.8,2025-01,False,False,False
Mahabubnagar,Gandeed,2025-07-06,0.0,40.2,91.6,2025-07,False,False,False
Mahabubnagar,Gandeed,2025-06-06,0.0,45.7,99.8,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-03-06,0.0,49.3,88.8,2025-03,False,False,False
Mahabubnagar,Gandeed,2025-05-06,0.0,37.5,90.7,2025-05,False,False,False
Mahabubnagar,Gandeed,2025-11-06,0.0,59.4,95.1,2025-11,False,False,False
Mahabubnagar,Gandeed,2025-10-06,0.0,68.3,91.8,2025-10,False,False,False
Mahabubnagar,Gandeed,2025-09-06,0.0,48.0,89.3,2025-09,False,False,False
Mahabubnagar,Gandeed,2025-06-13,0.0,67.0,100.0,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-14,0.0,59.3,97.2,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-15,1.9,65.5,98.8,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-16,1.5,61.9,98.2,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-17,8.3,59.3,100.0,2025-06,False,True,False
Mahabubnagar,Gandeed,2025-06-18,0.0,53.2,94.6,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-19,0.0,37.2,74.0,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-20,0.0,38.9,71.1,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-21,0.0,42.5,76.5,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-22,0.0,33.3,72.1,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-23,0.0,31.2,69.2,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-24,0.0,34.7,73.1,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-25,3.3,56.4,82.9,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-26,8.7,44.5,100.0,2025-06,False,True,False
Mahabubnagar,Gandeed,2025-06-27,0.0,54.3,88.8,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-28,0.0,52.6,79.1,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-29,0.0,34.0,69.6,2025-06,False,False,False
Mahabubnagar,Gandeed,2025-06-30,3.3,46.3,94.9,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-04-06,0.0,64.4,100.0,2025-04,False,False,False
Mahabubnagar,Hanwada,2025-08-06,0.0,55.9,96.9,2025-08,False,False,False
Mahabubnagar,Hanwada,2025-12-06,41.4,77.6,100.0,2025-12,False,True,False
Mahabubnagar,Hanwada,2025-02-06,0.0,58.6,96.1,2025-02,False,False,False
Mahabubnagar,Hanwada,2025-01-06,0.0,70.4,92.9,2025-01,False,False,False
Mahabubnagar,Hanwada,2025-07-06,0.0,53.8,94.8,2025-07,False,False,False
Mahabubnagar,Hanwada,2025-06-06,0.0,67.0,100.0,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-03-06,0.0,64.9,99.7,2025-03,False,False,False
Mahabubnagar,Hanwada,2025-05-06,4.3,54.4,100.0,2025-05,False,False,False
Mahabubnagar,Hanwada,2025-11-06,0.0,68.5,100.0,2025-11,False,False,False
Mahabubnagar,Hanwada,2025-10-06,0.0,76.2,96.6,2025-10,False,False,False
Mahabubnagar,Hanwada,2025-09-06,0.3,62.3,97.7,2025-09,False,False,False
Mahabubnagar,Hanwada,2025-06-13,5.8,81.3,100.0,2025-06,False,True,False
Mahabubnagar,Hanwada,2025-06-14,0.0,75.0,100.0,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-06-15,0.8,79.3,100.0,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-06-16,1.7,77.3,100.0,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-06-17,0.4,71.9,100.0,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-06-18,0.0,67.0,99.3,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-06-19,0.0,64.9,93.9,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-06-20,0.0,63.3,92.7,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-06-21,0.0,67.0,97.1,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-06-22,0.0,61.8,93.4,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-06-23,0.0,56.5,91.2,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-06-24,0.0,61.2,94.2,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-06-25,5.3,70.9,100.0,2025-06,False,True,False
Mahabubnagar,Hanwada,2025-06-26,5.7,73.4,100.0,2025-06,False,True,False
Mahabubnagar,Hanwada,2025-06-27,0.0,74.4,97.1,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-06-28,5.2,63.9,100.0,2025-06,False,True,False
Mahabubnagar,Hanwada,2025-06-29,0.0,61.8,93.2,2025-06,False,False,False
Mahabubnagar,Hanwada,2025-06-30,4.6,73.4,100.0,2025-06,False,True,False
Mahabubnagar,Jadcherla,2025-04-06,0.0,44.5,79.9,2025-04,False,False,False
Mahabubnagar,Jadcherla,2025-08-06,1.3,40.5,84.6,2025-08,False,False,False
Mahabubnagar,Jadcherla,2025-12-06,33.3,52.7,88.8,2025-12,False,True,False
Mahabubnagar,Jadcherla,2025-02-06,0.0,40.2,76.4,2025-02,False,False,False
Mahabubnagar,Jadcherla,2025-01-06,0.0,49.0,72.7,2025-01,False,False,False
Mahabubnagar,Jadcherla,2025-07-06,0.0,39.4,72.3,2025-07,False,False,False
Mahabubnagar,Jadcherla,2025-06-06,0.0,45.2,79.5,2025-06,False,False,False
Mahabubnagar,Jadcherla,2025-03-06,7.6,44.1,87.1,2025-03,False,True,False
Mahabubnagar,Jadcherla,2025-05-06,0.0,40.2,73.4,2025-05,False,False,False
Mahabubnagar,Jadcherla,2025-11-06,0.0,43.4,82.9,2025-11,False,False,False
Mahabubnagar,Jadcherla,2025-10-06,0.3,51.8,76.0,2025-10,False,False,False
Mahabubnagar,Jadcherla,2025-09-06,2.8,44.5,84.9,2025-09,False,False,False
Mahabubnagar,Jadcherla,2025-06-13,106.8,61.6,95.3,2025-06,False,True,False
Mahabubnagar,Jadcherla,2025-06-14,18.2,53.1,87.4,2025-06,False,True,False
Mahabubnagar,Jadcherla,2025-06-15,0.0,58.3,82.7,2025-06,False,False,False
Mahabubnagar,Jadcherla,2025-06-16,1.0,57.4,87.1,2025-06,False,False,False
Mahabubnagar,Jadcherla,2025-06-17,23.1,56.9,87.5,2025-06,False,True,False
Mahabubnagar,Jadcherla,2025-06-18,0.0,52.7,82.9,2025-06,False,False,False
Mahabubnagar,Jadcherla,2025-06-19,0.0,53.2,79.9,2025-06,False,False,False
Mahabubnagar,Jadcherla,2025-06-20,0.0,51.1,77.8,2025-06,False,False,False
Mahabubnagar,Jadcherla,2025-06-21,1.0,56.0,79.9,2025-06,False,False,False
Mahabubnagar,Jadcherla,2025-06-22,0.0,51.2,78.6,2025-06,False,False,False
Mahabubnagar,Jadcherla,2025-06-23,0.0,49.4,80.3,2025-06,False,False,False
Mahabubnagar,Jadcherla,2025-06-24,0.4,50.7,82.0,2025-06,False,False,False
Mahabubnagar,Jadcherla,2025-06-25,6.0,58.3,86.3,2025-06,False,True,False
Mahabubnagar,Jadcherla,2025-06-26,16.0,58.3,88.8,2025-06,False,True,False
Mahabubnagar,Jadcherla,2025-06-27,2.1,58.3,80.2,2025-06,False,False,False
Mahabubnagar,Jadcherla,2025-06-28,0.6,52.7,81.8,2025-06,False,False,False
Mahabubnagar,Jadcherla,2025-06-29,0.0,51.7,77.3,2025-06,False,False,False
Mahabubnagar,Jadcherla,2025-06-30,0.9,58.3,81.2,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-04-06,0.5,51.3,93.2,2025-04,False,False,False
Mahabubnagar,Koilkonda,2025-08-06,12.5,42.9,99.5,2025-08,False,True,False
Mahabubnagar,Koilkonda,2025-12-06,30.6,55.9,100.0,2025-12,False,True,False
Mahabubnagar,Koilkonda,2025-02-06,0.0,49.2,86.3,2025-02,False,False,False
Mahabubnagar,Koilkonda,2025-01-06,0.0,54.5,85.1,2025-01,False,False,False
Mahabubnagar,Koilkonda,2025-07-06,0.0,41.8,85.5,2025-07,False,False,False
Mahabubnagar,Koilkonda,2025-06-06,0.0,51.8,93.6,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-03-06,0.0,53.6,90.4,2025-03,False,False,False
Mahabubnagar,Koilkonda,2025-05-06,1.7,44.0,87.5,2025-05,False,False,False
Mahabubnagar,Koilkonda,2025-11-06,0.0,54.5,95.3,2025-11,False,False,False
Mahabubnagar,Koilkonda,2025-10-06,0.0,55.4,90.3,2025-10,False,False,False
Mahabubnagar,Koilkonda,2025-09-06,4.5,50.6,96.1,2025-09,False,False,False
Mahabubnagar,Koilkonda,2025-06-13,0.2,58.6,100.0,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-06-14,2.6,55.9,97.0,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-06-15,1.2,61.3,95.3,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-06-16,0.4,58.6,92.8,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-06-17,0.3,54.5,95.7,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-06-18,0.0,51.7,91.1,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-06-19,0.0,52.7,86.7,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-06-20,0.0,53.2,86.7,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-06-21,0.0,53.6,91.1,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-06-22,0.0,46.6,89.1,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-06-23,0.0,45.6,85.5,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-06-24,0.0,49.7,89.1,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-06-25,5.9,54.5,96.5,2025-06,False,True,False
Mahabubnagar,Koilkonda,2025-06-26,6.5,55.9,91.6,2025-06,False,True,False
Mahabubnagar,Koilkonda,2025-06-27,0.0,53.6,89.5,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-06-28,6.2,52.7,97.8,2025-06,False,True,False
Mahabubnagar,Koilkonda,2025-06-29,0.0,49.2,88.3,2025-06,False,False,False
Mahabubnagar,Koilkonda,2025-06-30,0.0,54.1,94.0,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-04-06,2.3,55.5,91.4,2025-04,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-08-06,0.0,49.4,82.8,2025-08,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-12-06,25.7,64.2,93.3,2025-12,False,True,False
Mahabubnagar,Mahabubnagar_Rural,2025-02-06,0.0,52.4,83.8,2025-02,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-01-06,0.0,61.6,80.5,2025-01,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-07-06,0.0,47.1,81.6,2025-07,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-06,0.0,56.0,85.2,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-03-06,1.5,58.0,90.0,2025-03,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-05-06,0.0,48.8,77.6,2025-05,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-11-06,0.3,57.5,83.8,2025-11,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-10-06,0.0,61.6,79.5,2025-10,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-09-06,0.0,56.4,80.0,2025-09,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-13,15.9,78.0,92.8,2025-06,False,True,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-14,0.0,65.7,87.9,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-15,4.3,68.6,92.7,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-16,2.3,70.9,90.9,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-17,1.2,66.7,92.3,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-18,0.0,60.1,84.2,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-19,0.0,59.6,82.3,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-20,0.0,53.9,80.9,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-21,0.0,59.6,81.4,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-22,0.0,53.4,80.5,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-23,0.0,51.9,81.9,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-24,0.0,55.0,83.3,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-25,0.0,60.6,83.8,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-26,5.5,62.6,82.1,2025-06,False,True,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-27,0.3,63.6,83.8,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-28,0.0,54.4,79.5,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-29,0.0,49.6,79.5,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Rural,2025-06-30,0.0,59.1,80.0,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-04-06,0.0,50.5,91.9,2025-04,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-08-06,0.0,45.6,84.7,2025-08,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-12-06,46.4,62.0,100.0,2025-12,False,True,False
Mahabubnagar,Mahabubnagar_Urban,2025-02-06,0.0,48.4,84.3,2025-02,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-01-06,0.0,61.0,83.1,2025-01,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-07-06,0.0,42.1,80.9,2025-07,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-06,0.0,53.9,90.7,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-03-06,0.2,51.4,92.0,2025-03,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-05-06,0.8,44.2,91.9,2025-05,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-11-06,0.2,54.5,93.4,2025-11,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-10-06,0.0,63.9,84.9,2025-10,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-09-06,0.4,49.6,88.1,2025-09,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-13,28.5,74.8,100.0,2025-06,False,True,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-14,0.0,62.8,100.0,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-15,17.9,74.9,100.0,2025-06,False,True,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-16,1.7,75.3,100.0,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-17,2.9,65.9,100.0,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-18,0.0,57.6,90.5,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-19,0.0,55.5,88.9,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-20,0.0,53.9,86.7,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-21,2.8,58.1,89.0,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-22,0.0,51.1,85.7,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-23,0.0,48.0,85.3,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-24,0.6,51.8,88.9,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-25,5.0,66.4,100.0,2025-06,False,True,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-26,9.7,63.9,100.0,2025-06,False,True,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-27,0.4,66.0,90.3,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-28,0.0,54.4,86.2,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-29,0.0,51.7,84.3,2025-06,False,False,False
Mahabubnagar,Mahabubnagar_Urban,2025-06-30,0.2,61.8,90.7,2025-06,False,False,False
Mahabubnagar,Midjil,2025-04-06,0.0,58.1,94.2,2025-04,False,False,False
Mahabubnagar,Midjil,2025-08-06,9.9,50.4,100.0,2025-08,False,True,False
Mahabubnagar,Midjil,2025-12-06,9.0,63.8,100.0,2025-12,False,True,False
Mahabubnagar,Midjil,2025-02-06,0.0,52.2,87.2,2025-02,False,False,False
Mahabubnagar,Midjil,2025-01-06,0.0,61.4,85.8,2025-01,False,False,False
Mahabubnagar,Midjil,2025-07-06,0.0,45.2,84.4,2025-07,False,False,False
Mahabubnagar,Midjil,2025-06-06,0.0,54.7,95.4,2025-06,False,False,False
Mahabubnagar,Midjil,2025-03-06,8.9,52.2,100.0,2025-03,False,True,False
Mahabubnagar,Midjil,2025-05-06,0.0,50.5,87.7,2025-05,False,False,False
Mahabubnagar,Midjil,2025-11-06,0.0,56.2,92.8,2025-11,False,False,False
Mahabubnagar,Midjil,2025-10-06,0.0,58.7,86.4,2025-10,False,False,False
Mahabubnagar,Midjil,2025-09-06,0.7,58.9,94.4,2025-09,False,False,False
Mahabubnagar,Midjil,2025-06-13,29.5,75.3,100.0,2025-06,False,True,False
Mahabubnagar,Midjil,2025-06-14,1.4,69.3,97.9,2025-06,False,False,False
Mahabubnagar,Midjil,2025-06-15,0.0,73.1,94.8,2025-06,False,False,False
Mahabubnagar,Midjil,2025-06-16,5.8,70.2,100.0,2025-06,False,True,False
Mahabubnagar,Midjil,2025-06-17,5.1,69.8,100.0,2025-06,False,True,False
Mahabubnagar,Midjil,2025-06-18,0.0,63.6,93.9,2025-06,False,False,False
Mahabubnagar,Midjil,2025-06-19,0.0,60.1,90.9,2025-06,False,False,False
Mahabubnagar,Midjil,2025-06-20,0.0,53.2,85.8,2025-06,False,False,False
Mahabubnagar,Midjil,2025-06-21,0.0,60.7,91.4,2025-06,False,False,False
Mahabubnagar,Midjil,2025-06-22,0.3,56.2,88.1,2025-06,False,False,False
Mahabubnagar,Midjil,2025-06-23,0.0,51.6,88.1,2025-06,False,False,False
Mahabubnagar,Midjil,2025-06-24,0.0,53.2,89.5,2025-06,False,False,False
Mahabubnagar,Midjil,2025-06-25,1.9,62.1,100.0,2025-06,False,False,False
Mahabubnagar,Midjil,2025-06-26,16.1,62.6,100.0,2025-06,False,True,False
Mahabubnagar,Midjil,2025-06-27,0.0,67.7,94.9,2025-06,False,False,False
Mahabubnagar,Midjil,2025-06-28,1.0,58.1,94.8,2025-06,False,False,False
Mahabubnagar,Midjil,2025-06-29,0.0,57.1,89.5,2025-06,False,False,False
Mahabubnagar,Midjil,2025-06-30,0.3,64.7,90.0,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-04-06,1.1,52.4,94.4,2025-04,False,False,False
Mahabubnagar,Mohammamdabad,2025-08-06,3.4,46.0,97.0,2025-08,False,False,False
Mahabubnagar,Mohammamdabad,2025-12-06,69.2,64.9,100.0,2025-12,False,True,False
Mahabubnagar,Mohammamdabad,2025-02-06,0.0,50.1,90.1,2025-02,False,False,False
Mahabubnagar,Mohammamdabad,2025-01-06,0.0,51.9,85.4,2025-01,False,False,False
Mahabubnagar,Mohammamdabad,2025-07-06,0.0,42.0,90.1,2025-07,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-06,0.0,47.9,98.0,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-03-06,2.9,56.4,91.5,2025-03,False,False,False
Mahabubnagar,Mohammamdabad,2025-05-06,3.4,43.3,95.9,2025-05,False,False,False
Mahabubnagar,Mohammamdabad,2025-11-06,0.0,54.9,95.9,2025-11,False,False,False
Mahabubnagar,Mohammamdabad,2025-10-06,0.0,63.4,93.4,2025-10,False,False,False
Mahabubnagar,Mohammamdabad,2025-09-06,0.0,49.6,91.0,2025-09,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-13,8.9,66.9,100.0,2025-06,False,True,False
Mahabubnagar,Mohammamdabad,2025-06-14,0.0,65.4,93.3,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-15,1.7,71.6,95.2,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-16,0.8,68.8,97.0,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-17,0.4,62.9,98.0,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-18,0.0,57.4,95.4,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-19,0.0,56.4,85.9,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-20,0.0,56.9,88.2,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-21,0.0,60.9,94.9,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-22,0.0,50.1,92.4,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-23,0.0,49.0,87.8,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-24,0.7,54.4,91.0,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-25,6.4,64.4,99.0,2025-06,False,True,False
Mahabubnagar,Mohammamdabad,2025-06-26,14.5,65.9,100.0,2025-06,False,True,False
Mahabubnagar,Mohammamdabad,2025-06-27,0.0,64.9,90.6,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-28,9.6,56.4,98.5,2025-06,False,True,False
Mahabubnagar,Mohammamdabad,2025-06-29,0.0,55.4,91.5,2025-06,False,False,False
Mahabubnagar,Mohammamdabad,2025-06-30,3.4,70.0,98.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-04-06,6.9,72.0,100.0,2025-04,False,True,False
Mahabubnagar,Musapet,2025-08-06,0.0,52.8,100.0,2025-08,False,False,False
Mahabubnagar,Musapet,2025-12-06,19.5,77.3,100.0,2025-12,False,True,False
Mahabubnagar,Musapet,2025-02-06,0.0,57.1,100.0,2025-02,False,False,False
Mahabubnagar,Musapet,2025-01-06,0.0,80.4,100.0,2025-01,False,False,False
Mahabubnagar,Musapet,2025-07-06,0.0,49.8,100.0,2025-07,False,False,False
Mahabubnagar,Musapet,2025-06-06,0.0,65.8,100.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-03-06,15.5,64.0,100.0,2025-03,False,True,False
Mahabubnagar,Musapet,2025-05-06,0.0,58.5,100.0,2025-05,False,False,False
Mahabubnagar,Musapet,2025-11-06,0.0,59.4,100.0,2025-11,False,False,False
Mahabubnagar,Musapet,2025-10-06,0.0,71.0,100.0,2025-10,False,False,False
Mahabubnagar,Musapet,2025-09-06,0.0,61.3,100.0,2025-09,False,False,False
Mahabubnagar,Musapet,2025-06-13,6.5,75.2,96.9,2025-06,False,True,False
Mahabubnagar,Musapet,2025-06-14,2.0,85.1,100.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-15,0.0,72.5,91.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-16,1.9,73.7,94.2,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-17,4.1,68.0,94.8,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-18,1.8,76.0,100.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-19,0.0,72.0,100.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-20,0.0,61.7,100.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-21,0.0,68.1,100.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-22,0.0,61.2,100.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-23,0.0,56.1,100.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-24,0.0,57.1,100.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-25,0.0,71.6,100.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-26,5.5,79.9,100.0,2025-06,False,True,False
Mahabubnagar,Musapet,2025-06-27,0.0,93.4,100.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-28,0.0,64.0,100.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-29,2.9,56.1,100.0,2025-06,False,False,False
Mahabubnagar,Musapet,2025-06-30,0.0,84.5,100.0,2025-06,False,False,False
Mahabubnagar,Nawabpet,2025-04-06,3.7,47.2,94.8,2025-04,False,False,False
Mahabubnagar,Nawabpet,2025-08-06,0.0,41.4,90.9,2025-08,False,False,False
Mahabubnagar,Nawabpet,2025-12-06,56.3,68.7,99.0,2025-12,False,True,False
Mahabubnagar,Nawabpet,2025-02-06,0.0,46.7,94.5,2025-02,False,False,False
Mahabubnagar,Nawabpet,2025-01-06,0.0,52.9,90.9,2025-01,False,False,False
Mahabubnagar,Nawabpet,2025-07-06,0.0,38.5,89.5,2025-07,False,False,False
Mahabubnagar,Nawabpet,2025-06-06,0.0,48.4,95.0,2025-06,False,False,False
Mahabubnagar,Nawabpet,2025-03-06,0.8,53.4,88.3,2025-03,False,False,False
Mahabubnagar,Nawabpet,2025-05-06,2.4,41.0,91.6,2025-05,False,False,False
