district,mandal,date,rain_(mm),min_humidity_(%),max_humidity_(%),date_yyyy_mm
Medak,Regode,2025-12-06,0.0,82.4,99.4,2025-12
Medak,Regode,2025-02-06,1.8,47.5,93.0,2025-02
Medak,Regode,2025-01-06,0.0,47.0,89.2,2025-01
Medak,Regode,2025-07-06,0.0,41.6,75.7,2025-07
Medak,Regode,2025-06-06,0.0,57.2,88.3,2025-06
Medak,Regode,2025-03-06,0.0,58.8,89.1,2025-03
Medak,Regode,2025-05-06,0.0,40.5,90.9,2025-05
Medak,Regode,2025-11-06,16.4,89.7,99.5,2025-11
Medak,Regode,2025-10-06,31.4,88.6,99.4,2025-10
Medak,Regode,2025-09-06,34.0,54.5,98.9,2025-09
Medak,Regode,2025-06-13,0.0,80.3,99.4,2025-06
Medak,Regode,2025-06-14,0.0,67.7,98.0,2025-06
Medak,Regode,2025-06-15,0.0,70.6,96.2,2025-06
Medak,Regode,2025-06-16,0.3,79.0,94.6,2025-06
Medak,Regode,2025-06-17,0.4,73.3,93.6,2025-06
Medak,Regode,2025-06-18,0.4,54.1,92.5,2025-06
Medak,Regode,2025-06-19,0.0,57.6,88.2,2025-06
Medak,Regode,2025-06-20,0.0,57.9,95.9,2025-06
Medak,Regode,2025-06-21,0.0,55.7,92.0,2025-06
Medak,Regode,2025-06-22,0.0,52.5,92.2,2025-06
Medak,Regode,2025-06-23,0.0,48.5,90.0,2025-06
Medak,Regode,2025-06-24,0.0,56.9,89.9,2025-06
Medak,Regode,2025-06-25,0.0,66.0,91.9,2025-06
Medak,Regode,2025-06-26,7.8,68.9,99.1,2025-06
Medak,Regode,2025-06-27,1.1,81.1,95.4,2025-06
Medak,Regode,2025-06-28,0.0,62.2,93.6,2025-06
Medak,Regode,2025-06-29,0.0,54.1,92.6,2025-06
Medak,Regode,2025-06-30,2.2,60.5,93.0,2025-06
Medak,Shankarampet_A,2025-04-06,0.0,51.0,93.7,2025-04
Medak,Shankarampet_A,2025-08-06,3.6,42.7,94.2,2025-08
Medak,Shankarampet_A,2025-12-06,0.9,75.0,97.8,2025-12
Medak,Shankarampet_A,2025-02-06,0.8,46.8,98.0,2025-02
Medak,Shankarampet_A,2025-01-06,0.0,48.0,90.6,2025-01
Medak,Shankarampet_A,2025-07-06,0.0,41.9,77.8,2025-07
Medak,Shankarampet_A,2025-06-06,0.0,71.1,83.8,2025-06
Medak,Shankarampet_A,2025-03-06,0.0,56.2,93.2,2025-03
Medak,Shankarampet_A,2025-05-06,0.0,44.3,76.4,2025-05
Medak,Shankarampet_A,2025-11-06,12.3,83.0,98.0,2025-11
Medak,Shankarampet_A,2025-10-06,35.3,84.1,98.2,2025-10
Medak,Shankarampet_A,2025-09-06,34.1,46.7,100.0,2025-09
Medak,Shankarampet_A,2025-06-13,0.3,85.4,100.0,2025-06
Medak,Shankarampet_A,2025-06-14,3.3,78.7,100.0,2025-06
Medak,Shankarampet_A,2025-06-15,0.0,81.7,100.0,2025-06
Medak,Shankarampet_A,2025-06-16,0.0,86.6,100.0,2025-06
Medak,Shankarampet_A,2025-06-17,0.0,80.7,98.1,2025-06
Medak,Shankarampet_A,2025-06-18,0.0,60.7,90.8,2025-06
Medak,Shankarampet_A,2025-06-19,0.0,62.6,83.5,2025-06
Medak,Shankarampet_A,2025-06-20,0.0,60.7,88.6,2025-06
Medak,Shankarampet_A,2025-06-21,0.0,58.2,89.9,2025-06
Medak,Shankarampet_A,2025-06-22,0.0,55.3,87.6,2025-06
Medak,Shankarampet_A,2025-06-23,0.0,51.9,82.6,2025-06
Medak,Shankarampet_A,2025-06-24,0.0,59.2,82.6,2025-06
Medak,Shankarampet_A,2025-06-25,0.5,62.1,100.0,2025-06
Medak,Shankarampet_A,2025-06-26,15.3,72.9,100.0,2025-06
Medak,Shankarampet_A,2025-06-27,0.0,74.4,96.8,2025-06
Medak,Shankarampet_A,2025-06-28,0.0,62.6,100.0,2025-06
Medak,Shankarampet_A,2025-06-29,0.0,56.8,82.1,2025-06
Medak,Shankarampet_A,2025-06-30,3.3,58.7,100.0,2025-06
Medak,Shankarampet_R,2025-04-06,0.0,58.1,86.5,2025-04
Medak,Shankarampet_R,2025-08-06,0.4,46.0,96.3,2025-08
Medak,Shankarampet_R,2025-12-06,0.8,73.5,100.0,2025-12
Medak,Shankarampet_R,2025-02-06,4.5,51.2,97.9,2025-02
Medak,Shankarampet_R,2025-01-06,0.0,51.2,86.9,2025-01
Medak,Shankarampet_R,2025-07-06,0.0,43.4,87.9,2025-07
Medak,Shankarampet_R,2025-06-06,0.0,50.1,93.2,2025-06
Medak,Shankarampet_R,2025-03-06,0.0,59.6,86.9,2025-03
Medak,Shankarampet_R,2025-05-06,0.0,44.6,89.3,2025-05
Medak,Shankarampet_R,2025-11-06,0.7,80.4,100.0,2025-11
Medak,Shankarampet_R,2025-10-06,1.6,84.1,98.1,2025-10
Medak,Shankarampet_R,2025-09-06,0.0,48.1,91.9,2025-09
Medak,Shankarampet_R,2025-06-13,0.0,69.2,100.0,2025-06
Medak,Shankarampet_R,2025-06-14,8.4,60.6,100.0,2025-06
Medak,Shankarampet_R,2025-06-15,0.0,69.2,93.7,2025-06
Medak,Shankarampet_R,2025-06-16,0.0,73.9,93.2,2025-06
Medak,Shankarampet_R,2025-06-17,0.0,67.7,90.8,2025-06
Medak,Shankarampet_R,2025-06-18,0.0,52.4,87.4,2025-06
Medak,Shankarampet_R,2025-06-19,0.0,55.0,82.1,2025-06
Medak,Shankarampet_R,2025-06-20,0.0,57.6,90.3,2025-06
Medak,Shankarampet_R,2025-06-21,0.0,55.5,88.4,2025-06
Medak,Shankarampet_R,2025-06-22,0.8,50.7,89.8,2025-06
Medak,Shankarampet_R,2025-06-23,0.0,46.6,82.6,2025-06
Medak,Shankarampet_R,2025-06-24,0.0,58.1,83.1,2025-06
Medak,Shankarampet_R,2025-06-25,0.3,65.2,87.9,2025-06
Medak,Shankarampet_R,2025-06-26,67.6,66.7,100.0,2025-06
Medak,Shankarampet_R,2025-06-27,0.0,68.6,90.3,2025-06
Medak,Shankarampet_R,2025-06-28,0.0,61.1,87.9,2025-06
Medak,Shankarampet_R,2025-06-29,0.0,56.6,85.0,2025-06
Medak,Shankarampet_R,2025-06-30,3.7,61.7,100.0,2025-06
Medak,Shivampet,2025-04-06,6.1,57.5,87.7,2025-04
Medak,Shivampet,2025-08-06,0.0,50.8,85.2,2025-08
Medak,Shivampet,2025-12-06,5.2,67.7,94.6,2025-12
Medak,Shivampet,2025-02-06,0.0,51.5,86.9,2025-02
Medak,Shivampet,2025-01-06,0.0,51.0,82.8,2025-01
Medak,Shivampet,2025-07-06,0.0,47.9,80.9,2025-07
Medak,Shivampet,2025-06-06,0.0,56.2,86.7,2025-06
Medak,Shivampet,2025-03-06,4.9,59.8,84.4,2025-03
Medak,Shivampet,2025-05-06,0.0,48.4,84.3,2025-05
Medak,Shivampet,2025-11-06,0.0,75.2,92.8,2025-11
Medak,Shivampet,2025-10-06,0.5,77.1,91.7,2025-10
Medak,Shivampet,2025-09-06,0.0,49.8,82.3,2025-09
Medak,Shivampet,2025-06-13,8.7,70.9,95.6,2025-06
Medak,Shivampet,2025-06-14,1.1,67.5,94.3,2025-06
Medak,Shivampet,2025-06-15,0.0,68.5,88.5,2025-06
Medak,Shivampet,2025-06-16,0.0,73.6,90.5,2025-06
Medak,Shivampet,2025-06-17,0.0,68.8,87.4,2025-06
Medak,Shivampet,2025-06-18,0.0,57.6,85.0,2025-06
Medak,Shivampet,2025-06-19,0.0,57.7,80.6,2025-06
Medak,Shivampet,2025-06-20,0.0,57.6,83.8,2025-06
Medak,Shivampet,2025-06-21,0.0,58.3,84.7,2025-06
Medak,Shivampet,2025-06-22,0.0,51.9,84.5,2025-06
Medak,Shivampet,2025-06-23,0.0,50.7,80.9,2025-06
Medak,Shivampet,2025-06-24,0.6,61.9,81.9,2025-06
Medak,Shivampet,2025-06-25,0.0,69.3,86.9,2025-06
Medak,Shivampet,2025-06-26,31.8,66.1,94.9,2025-06
Medak,Shivampet,2025-06-27,0.2,73.2,90.1,2025-06
Medak,Shivampet,2025-06-28,0.0,60.2,86.4,2025-06
Medak,Shivampet,2025-06-29,0.0,58.3,82.4,2025-06
Medak,Shivampet,2025-06-30,0.0,61.3,86.7,2025-06
Medak,Tekmal,2025-04-06,0.0,42.3,87.5,2025-04
Medak,Tekmal,2025-08-06,19.5,32.2,93.4,2025-08
Medak,Tekmal,2025-12-06,1.8,79.5,95.5,2025-12
Medak,Tekmal,2025-02-06,0.0,39.5,88.7,2025-02
Medak,Tekmal,2025-01-06,0.0,38.5,87.7,2025-01
Medak,Tekmal,2025-07-06,0.0,37.2,77.0,2025-07
Medak,Tekmal,2025-06-06,0.0,52.9,87.9,2025-06
Medak,Tekmal,2025-03-06,0.0,44.8,86.7,2025-03
Medak,Tekmal,2025-05-06,0.0,38.5,91.0,2025-05
Medak,Tekmal,2025-11-06,7.9,85.9,95.9,2025-11
Medak,Tekmal,2025-10-06,26.6,88.6,96.3,2025-10
Medak,Tekmal,2025-09-06,18.9,43.5,96.3,2025-09
Medak,Tekmal,2025-06-13,0.4,69.6,96.3,2025-06
Medak,Tekmal,2025-06-14,0.0,64.5,94.6,2025-06
Medak,Tekmal,2025-06-15,0.0,68.9,91.7,2025-06
Medak,Tekmal,2025-06-16,0.0,75.6,91.3,2025-06
Medak,Tekmal,2025-06-17,0.0,70.1,89.6,2025-06
Medak,Tekmal,2025-06-18,0.0,51.0,89.1,2025-06
Medak,Tekmal,2025-06-19,0.0,53.1,86.5,2025-06
Medak,Tekmal,2025-06-20,0.0,54.7,89.6,2025-06
Medak,Tekmal,2025-06-21,0.3,51.8,89.3,2025-06
Medak,Tekmal,2025-06-22,0.0,48.6,89.1,2025-06
Medak,Tekmal,2025-06-23,0.0,45.8,87.5,2025-06
Medak,Tekmal,2025-06-24,0.0,58.3,100.0,2025-06
Medak,Tekmal,2025-06-25,0.0,62.1,100.0,2025-06
Medak,Tekmal,2025-06-26,18.2,67.5,100.0,2025-06
Medak,Tekmal,2025-06-27,2.6,80.4,100.0,2025-06
Medak,Tekmal,2025-06-28,0.0,55.5,88.3,2025-06
Medak,Tekmal,2025-06-29,0.0,56.8,100.0,2025-06
Medak,Tekmal,2025-06-30,2.3,58.7,100.0,2025-06
Medak,Tupran,2025-04-06,0.0,54.7,85.0,2025-04
Medak,Tupran,2025-08-06,0.0,46.4,87.7,2025-08
Medak,Tupran,2025-12-06,1.9,67.2,96.0,2025-12
Medak,Tupran,2025-02-06,0.0,49.3,93.3,2025-02
Medak,Tupran,2025-01-06,0.0,51.1,85.1,2025-01
Medak,Tupran,2025-07-06,0.0,50.5,82.1,2025-07
Medak,Tupran,2025-06-06,0.0,47.4,84.0,2025-06
Medak,Tupran,2025-03-06,0.0,54.6,82.6,2025-03
Medak,Tupran,2025-05-06,0.0,46.5,84.6,2025-05
Medak,Tupran,2025-11-06,0.0,73.7,95.5,2025-11
Medak,Tupran,2025-10-06,0.4,75.2,90.3,2025-10
Medak,Tupran,2025-09-06,0.0,50.1,84.3,2025-09
Medak,Tupran,2025-06-13,33.6,63.8,97.2,2025-06
Medak,Tupran,2025-06-14,0.0,58.8,93.6,2025-06
Medak,Tupran,2025-06-15,0.0,60.1,87.6,2025-06
Medak,Tupran,2025-06-16,0.0,66.4,87.2,2025-06
Medak,Tupran,2025-06-17,0.0,63.3,86.0,2025-06
Medak,Tupran,2025-06-18,0.0,50.7,83.5,2025-06
Medak,Tupran,2025-06-19,0.0,50.1,78.0,2025-06
Medak,Tupran,2025-06-20,0.0,54.5,84.1,2025-06
Medak,Tupran,2025-06-21,1.8,53.9,92.1,2025-06
Medak,Tupran,2025-06-22,0.0,49.1,85.4,2025-06
Medak,Tupran,2025-06-23,0.0,48.3,78.4,2025-06
Medak,Tupran,2025-06-24,0.0,60.4,79.3,2025-06
Medak,Tupran,2025-06-25,0.0,61.8,81.7,2025-06
Medak,Tupran,2025-06-26,37.2,62.2,96.6,2025-06
Medak,Tupran,2025-06-27,0.0,67.2,92.6,2025-06
Medak,Tupran,2025-06-28,0.0,56.8,83.6,2025-06
Medak,Tupran,2025-06-29,0.0,54.7,76.9,2025-06
Medak,Tupran,2025-06-30,2.3,57.0,93.1,2025-06
Medak,Yeldurthy,2025-04-06,0.0,53.2,88.0,2025-04
Medak,Yeldurthy,2025-08-06,3.9,33.0,99.3,2025-08
Medak,Yeldurthy,2025-12-06,1.8,67.4,100.0,2025-12
Medak,Yeldurthy,2025-02-06,4.0,43.3,100.0,2025-02
Medak,Yeldurthy,2025-01-06,0.8,43.3,88.9,2025-01
Medak,Yeldurthy,2025-07-06,0.0,34.6,88.4,2025-07
Medak,Yeldurthy,2025-06-06,0.0,43.7,90.1,2025-06
Medak,Yeldurthy,2025-03-06,0.5,52.7,89.6,2025-03
Medak,Yeldurthy,2025-05-06,0.0,37.8,91.9,2025-05
Medak,Yeldurthy,2025-11-06,0.2,79.2,100.0,2025-11
Medak,Yeldurthy,2025-10-06,14.3,79.3,100.0,2025-10
Medak,Yeldurthy,2025-09-06,0.0,42.6,92.7,2025-09
Medak,Yeldurthy,2025-06-13,1.8,66.1,100.0,2025-06
Medak,Yeldurthy,2025-06-14,3.1,56.4,100.0,2025-06
Medak,Yeldurthy,2025-06-15,0.0,57.3,83.3,2025-06
Medak,Yeldurthy,2025-06-16,0.0,67.8,90.7,2025-06
Medak,Yeldurthy,2025-06-17,0.0,61.9,90.7,2025-06
Medak,Yeldurthy,2025-06-18,0.0,47.0,86.2,2025-06
Medak,Yeldurthy,2025-06-19,0.0,48.1,80.1,2025-06
Medak,Yeldurthy,2025-06-20,0.0,51.3,87.3,2025-06
Medak,Yeldurthy,2025-06-21,0.2,47.0,88.6,2025-06
Medak,Yeldurthy,2025-06-22,0.0,43.8,88.1,2025-06
Medak,Yeldurthy,2025-06-23,0.0,41.7,80.2,2025-06
Medak,Yeldurthy,2025-06-24,0.0,52.7,80.6,2025-06
Medak,Yeldurthy,2025-06-25,0.0,58.7,85.8,2025-06
Medak,Yeldurthy,2025-06-26,43.4,62.4,100.0,2025-06
Medak,Yeldurthy,2025-06-27,1.5,66.0,97.0,2025-06
Medak,Yeldurthy,2025-06-28,0.0,56.0,89.3,2025-06
Medak,Yeldurthy,2025-06-29,0.0,51.7,82.3,2025-06
Medak,Yeldurthy,2025-06-30,3.9,58.7,100.0,2025-06
Medchal-Malkajgiri,Alwal,2025-04-06,0.0,49.0,78.6,2025-04
Medchal-Malkajgiri,Alwal,2025-08-06,0.0,43.3,83.1,2025-08
Medchal-Malkajgiri,Alwal,2025-12-06,0.0,61.9,96.3,2025-12
Medchal-Malkajgiri,Alwal,2025-02-06,0.8,47.8,98.2,2025-02
Medchal-Malkajgiri,Alwal,2025-01-06,0.0,47.7,78.8,2025-01
Medchal-Malkajgiri,Alwal,2025-07-06,0.0,43.3,83.3,2025-07
Medchal-Malkajgiri,Alwal,2025-06-06,18.6,46.0,100.0,2025-06
Medchal-Malkajgiri,Alwal,2025-03-06,2.1,53.8,86.7,2025-03
Medchal-Malkajgiri,Alwal,2025-05-06,0.0,43.7,85.3,2025-05
Medchal-Malkajgiri,Alwal,2025-11-06,0.0,69.3,94.9,2025-11
Medchal-Malkajgiri,Alwal,2025-10-06,0.0,63.8,86.7,2025-10
Medchal-Malkajgiri,Alwal,2025-09-06,0.0,49.7,86.2,2025-09
Medchal-Malkajgiri,Alwal,2025-06-13,3.9,62.4,100.0,2025-06
Medchal-Malkajgiri,Alwal,2025-06-14,0.0,61.4,96.6,2025-06
Medchal-Malkajgiri,Alwal,2025-06-15,0.0,63.7,87.6,2025-06
Medchal-Malkajgiri,Alwal,2025-06-16,0.0,65.7,92.5,2025-06
Medchal-Malkajgiri,Alwal,2025-06-17,0.0,63.4,87.6,2025-06
Medchal-Malkajgiri,Alwal,2025-06-18,0.0,54.2,84.4,2025-06
Medchal-Malkajgiri,Alwal,2025-06-19,0.0,53.2,81.2,2025-06
Medchal-Malkajgiri,Alwal,2025-06-20,0.0,55.1,83.5,2025-06
Medchal-Malkajgiri,Alwal,2025-06-21,0.0,52.5,86.2,2025-06
Medchal-Malkajgiri,Alwal,2025-06-22,0.0,47.9,84.8,2025-06
Medchal-Malkajgiri,Alwal,2025-06-23,0.0,46.7,83.1,2025-06
Medchal-Malkajgiri,Alwal,2025-06-24,1.8,58.1,83.5,2025-06
Medchal-Malkajgiri,Alwal,2025-06-25,0.1,68.3,89.8,2025-06
Medchal-Malkajgiri,Alwal,2025-06-26,3.0,63.1,96.3,2025-06
Medchal-Malkajgiri,Alwal,2025-06-27,0.0,64.2,85.3,2025-06
Medchal-Malkajgiri,Alwal,2025-06-28,1.2,52.8,92.9,2025-06
Medchal-Malkajgiri,Alwal,2025-06-29,0.7,51.9,92.5,2025-06
Medchal-Malkajgiri,Alwal,2025-06-30,0.5,56.1,93.4,2025-06
Medchal-Malkajgiri,Bachpalle,2025-04-06,0.0,60.1,76.8,2025-04
Medchal-Malkajgiri,Bachpalle,2025-08-06,0.0,54.2,77.3,2025-08
Medchal-Malkajgiri,Bachpalle,2025-12-06,0.3,66.2,86.3,2025-12
Medchal-Malkajgiri,Bachpalle,2025-02-06,12.9,57.0,86.3,2025-02
Medchal-Malkajgiri,Bachpalle,2025-01-06,0.0,59.5,77.9,2025-01
Medchal-Malkajgiri,Bachpalle,2025-07-06,0.0,52.7,73.3,2025-07
Medchal-Malkajgiri,Bachpalle,2025-06-06,22.6,56.9,83.9,2025-06
Medchal-Malkajgiri,Bachpalle,2025-03-06,0.0,63.1,79.1,2025-03
Medchal-Malkajgiri,Bachpalle,2025-05-06,0.0,55.4,77.7,2025-05
Medchal-Malkajgiri,Bachpalle,2025-11-06,0.0,71.0,84.9,2025-11
Medchal-Malkajgiri,Bachpalle,2025-10-06,0.0,68.1,82.3,2025-10
Medchal-Malkajgiri,Bachpalle,2025-09-06,0.0,54.8,78.2,2025-09
Medchal-Malkajgiri,Bachpalle,2025-06-13,0.0,68.2,85.8,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-14,0.0,65.2,85.4,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-15,0.0,68.6,83.0,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-16,0.0,69.2,86.3,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-17,0.0,70.5,83.9,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-18,0.0,62.6,81.5,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-19,0.0,49.9,79.5,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-20,0.0,52.1,80.8,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-21,0.0,47.2,84.0,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-22,0.0,41.5,82.6,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-23,0.0,42.1,80.4,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-24,0.0,52.5,81.3,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-25,0.0,66.9,87.6,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-26,1.4,58.3,92.2,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-27,0.0,59.3,83.5,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-28,0.0,49.9,88.0,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-29,0.0,49.3,80.8,2025-06
Medchal-Malkajgiri,Bachpalle,2025-06-30,0.0,49.3,87.1,2025-06
Medchal-Malkajgiri,Balanagar,2025-04-06,0.0,45.1,85.4,2025-04
Medchal-Malkajgiri,Balanagar,2025-08-06,0.1,38.0,76.3,2025-08
Medchal-Malkajgiri,Balanagar,2025-12-06,1.1,57.2,92.5,2025-12
Medchal-Malkajgiri,Balanagar,2025-02-06,0.0,42.4,89.6,2025-02
Medchal-Malkajgiri,Balanagar,2025-01-06,0.0,40.3,86.2,2025-01
Medchal-Malkajgiri,Balanagar,2025-07-06,0.0,34.7,79.7,2025-07
Medchal-Malkajgiri,Balanagar,2025-06-06,0.3,39.0,84.0,2025-06
Medchal-Malkajgiri,Balanagar,2025-03-06,1.8,47.9,97.7,2025-03
Medchal-Malkajgiri,Balanagar,2025-05-06,0.0,37.1,77.7,2025-05
Medchal-Malkajgiri,Balanagar,2025-11-06,0.0,63.6,94.3,2025-11
Medchal-Malkajgiri,Balanagar,2025-10-06,0.0,56.7,88.3,2025-10
Medchal-Malkajgiri,Balanagar,2025-09-06,0.0,42.4,80.2,2025-09
Medchal-Malkajgiri,Balanagar,2025-06-13,7.4,54.9,100.0,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-14,1.4,55.8,99.2,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-15,0.0,56.7,87.4,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-16,0.0,58.1,91.6,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-17,0.0,59.0,87.4,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-18,0.0,49.5,80.8,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-19,0.0,48.4,80.2,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-20,0.0,51.6,81.1,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-21,0.0,47.3,84.0,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-22,0.0,44.2,82.8,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-23,0.0,42.6,81.1,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-24,0.2,53.5,85.9,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-25,0.1,62.3,87.4,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-26,0.2,55.3,97.5,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-27,0.0,58.1,91.6,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-28,1.9,46.3,91.7,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-29,0.1,45.8,79.4,2025-06
Medchal-Malkajgiri,Balanagar,2025-06-30,0.2,51.6,85.3,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-04-06,0.0,43.0,81.8,2025-04
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-08-06,0.0,37.5,83.7,2025-08
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-12-06,1.2,61.7,100.0,2025-12
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-02-06,7.4,42.5,100.0,2025-02
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-01-06,0.0,44.2,87.9,2025-01
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-07-06,0.0,31.2,100.0,2025-07
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-06,6.2,40.1,100.0,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-03-06,0.8,51.4,94.9,2025-03
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-05-06,0.0,37.8,86.1,2025-05
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-11-06,0.0,69.2,100.0,2025-11
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-10-06,0.0,64.8,89.8,2025-10
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-09-06,0.0,38.9,87.1,2025-09
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-13,1.8,66.6,100.0,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-14,0.3,62.2,100.0,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-15,0.0,60.7,90.0,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-16,0.0,67.8,99.7,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-17,0.2,59.7,91.0,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-18,0.0,48.5,88.1,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-19,0.0,47.9,82.8,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-20,0.0,49.6,86.0,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-21,0.0,46.0,88.1,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-22,0.0,38.9,86.6,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-23,0.0,38.9,85.2,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-24,0.3,53.1,83.8,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-25,1.0,70.0,96.0,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-26,3.0,58.7,100.0,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-27,0.0,78.8,100.0,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-28,2.0,47.9,100.0,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-29,0.0,43.9,88.9,2025-06
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2025-06-30,0.0,51.4,92.4,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-04-06,0.0,43.4,79.5,2025-04
Medchal-Malkajgiri,Ghatkesar,2025-08-06,0.5,35.8,88.2,2025-08
Medchal-Malkajgiri,Ghatkesar,2025-12-06,0.3,47.0,100.0,2025-12
Medchal-Malkajgiri,Ghatkesar,2025-02-06,0.0,40.2,90.0,2025-02
Medchal-Malkajgiri,Ghatkesar,2025-01-06,0.0,42.9,75.1,2025-01
Medchal-Malkajgiri,Ghatkesar,2025-07-06,0.0,38.1,85.6,2025-07
Medchal-Malkajgiri,Ghatkesar,2025-06-06,0.8,36.8,96.7,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-03-06,0.0,44.9,78.3,2025-03
Medchal-Malkajgiri,Ghatkesar,2025-05-06,0.0,36.5,80.4,2025-05
Medchal-Malkajgiri,Ghatkesar,2025-11-06,1.9,55.7,100.0,2025-11
Medchal-Malkajgiri,Ghatkesar,2025-10-06,0.0,45.1,82.4,2025-10
Medchal-Malkajgiri,Ghatkesar,2025-09-06,0.4,40.5,91.7,2025-09
Medchal-Malkajgiri,Ghatkesar,2025-06-13,27.2,53.9,100.0,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-14,0.1,53.0,100.0,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-15,0.0,54.8,88.2,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-16,0.0,54.3,92.1,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-17,0.0,54.3,90.8,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-18,0.0,47.0,83.9,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-19,0.0,45.4,80.8,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-20,0.0,47.6,81.3,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-21,0.0,43.9,83.4,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-22,0.0,41.7,81.7,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-23,0.0,41.4,78.7,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-24,1.7,49.6,79.9,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-25,0.1,56.1,93.9,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-26,2.5,49.1,100.0,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-27,0.0,50.0,84.4,2025-06
Medchal-Malkajgiri,Ghatkesar,2025-06-28,0.0,43.4,79.9,2025-06
