district,mandal,date,rain_(mm),min_humidity_(%),max_humidity_(%),date_yyyy_mm
Jayashankar,Ghanapur_Mulug,2025-06-30,11.7,76.6,100.0,2025-06
Jayashankar,Kataram,2025-04-06,0.0,49.7,89.5,2025-04
Jayashankar,Kataram,2025-08-06,0.0,40.3,82.7,2025-08
Jayashankar,Kataram,2025-12-06,0.0,68.6,96.5,2025-12
Jayashankar,Kataram,2025-02-06,0.0,47.8,84.1,2025-02
Jayashankar,Kataram,2025-01-06,0.0,57.6,95.6,2025-01
Jayashankar,Kataram,2025-07-06,0.0,44.0,91.8,2025-07
Jayashankar,Kataram,2025-06-06,0.0,51.9,91.4,2025-06
Jayashankar,Kataram,2025-03-06,0.0,49.5,82.7,2025-03
Jayashankar,Kataram,2025-05-06,1.7,46.0,95.6,2025-05
Jayashankar,Kataram,2025-11-06,0.2,62.7,96.6,2025-11
Jayashankar,Kataram,2025-10-06,2.1,76.4,97.6,2025-10
Jayashankar,Kataram,2025-09-06,0.3,41.1,80.4,2025-09
Jayashankar,Kataram,2025-06-13,10.2,55.0,100.0,2025-06
Jayashankar,Kataram,2025-06-14,0.0,51.9,96.1,2025-06
Jayashankar,Kataram,2025-06-15,0.9,58.1,98.5,2025-06
Jayashankar,Kataram,2025-06-16,0.0,58.6,83.1,2025-06
Jayashankar,Kataram,2025-06-17,16.7,62.7,100.0,2025-06
Jayashankar,Kataram,2025-06-18,0.0,57.6,90.3,2025-06
Jayashankar,Kataram,2025-06-19,0.0,53.1,75.0,2025-06
Jayashankar,Kataram,2025-06-20,0.0,55.5,87.7,2025-06
Jayashankar,Kataram,2025-06-21,0.0,47.0,89.1,2025-06
Jayashankar,Kataram,2025-06-22,1.2,42.9,99.4,2025-06
Jayashankar,Kataram,2025-06-23,14.3,51.3,100.0,2025-06
Jayashankar,Kataram,2025-06-24,0.9,69.4,100.0,2025-06
Jayashankar,Kataram,2025-06-25,9.7,67.1,100.0,2025-06
Jayashankar,Kataram,2025-06-26,6.0,71.9,100.0,2025-06
Jayashankar,Kataram,2025-06-27,5.1,76.1,100.0,2025-06
Jayashankar,Kataram,2025-06-28,0.2,60.5,100.0,2025-06
Jayashankar,Kataram,2025-06-29,1.7,56.5,99.4,2025-06
Jayashankar,Kataram,2025-06-30,13.0,73.1,100.0,2025-06
Jayashankar,Mahadevpur,2025-04-06,0.0,45.8,90.9,2025-04
Jayashankar,Mahadevpur,2025-08-06,0.0,33.8,84.0,2025-08
Jayashankar,Mahadevpur,2025-12-06,0.0,63.5,97.9,2025-12
Jayashankar,Mahadevpur,2025-02-06,0.0,43.5,85.0,2025-02
Jayashankar,Mahadevpur,2025-01-06,0.0,55.9,99.8,2025-01
Jayashankar,Mahadevpur,2025-07-06,0.0,35.6,87.7,2025-07
Jayashankar,Mahadevpur,2025-06-06,0.0,43.3,87.7,2025-06
Jayashankar,Mahadevpur,2025-03-06,0.0,47.0,87.2,2025-03
Jayashankar,Mahadevpur,2025-05-06,0.2,42.1,90.9,2025-05
Jayashankar,Mahadevpur,2025-11-06,0.2,58.5,100.0,2025-11
Jayashankar,Mahadevpur,2025-10-06,1.7,65.1,98.6,2025-10
Jayashankar,Mahadevpur,2025-09-06,0.0,39.1,83.3,2025-09
Jayashankar,Mahadevpur,2025-06-13,0.0,49.9,95.3,2025-06
Jayashankar,Mahadevpur,2025-06-14,0.0,48.6,95.3,2025-06
Jayashankar,Mahadevpur,2025-06-15,1.9,55.2,99.9,2025-06
Jayashankar,Mahadevpur,2025-06-16,0.0,56.9,88.6,2025-06
Jayashankar,Mahadevpur,2025-06-17,7.8,61.7,100.0,2025-06
Jayashankar,Mahadevpur,2025-06-18,0.0,56.5,97.9,2025-06
Jayashankar,Mahadevpur,2025-06-19,0.0,49.9,79.3,2025-06
Jayashankar,Mahadevpur,2025-06-20,0.0,61.5,92.5,2025-06
Jayashankar,Mahadevpur,2025-06-21,0.0,47.0,89.1,2025-06
Jayashankar,Mahadevpur,2025-06-22,0.6,42.9,99.4,2025-06
Jayashankar,Mahadevpur,2025-06-23,14.1,51.3,100.0,2025-06
Jayashankar,Mahadevpur,2025-06-24,5.2,62.8,100.0,2025-06
Jayashankar,Mahadevpur,2025-06-25,10.1,64.3,100.0,2025-06
Jayashankar,Mahadevpur,2025-06-26,0.0,68.1,100.0,2025-06
Jayashankar,Mahadevpur,2025-06-27,0.9,69.4,100.0,2025-06
Jayashankar,Mahadevpur,2025-06-28,5.0,58.4,100.0,2025-06
Jayashankar,Mahadevpur,2025-06-29,0.7,56.5,99.4,2025-06
Jayashankar,Mahadevpur,2025-06-30,18.8,65.9,100.0,2025-06
Jayashankar,Malharrao,2025-04-06,0.0,47.6,89.5,2025-04
Jayashankar,Malharrao,2025-08-06,0.0,41.1,79.2,2025-08
Jayashankar,Malharrao,2025-12-06,0.1,63.1,94.8,2025-12
Jayashankar,Malharrao,2025-02-06,0.0,47.1,84.1,2025-02
Jayashankar,Malharrao,2025-01-06,0.0,56.4,95.6,2025-01
Jayashankar,Malharrao,2025-07-06,0.0,40.2,91.8,2025-07
Jayashankar,Malharrao,2025-06-06,0.0,47.3,91.4,2025-06
Jayashankar,Malharrao,2025-03-06,0.0,48.3,82.7,2025-03
Jayashankar,Malharrao,2025-05-06,0.9,47.5,66.2,2025-05
Jayashankar,Malharrao,2025-11-06,0.0,60.2,95.8,2025-11
Jayashankar,Malharrao,2025-10-06,0.0,70.7,91.2,2025-10
Jayashankar,Malharrao,2025-09-06,0.0,41.1,80.1,2025-09
Jayashankar,Malharrao,2025-06-13,2.3,59.8,100.0,2025-06
Jayashankar,Malharrao,2025-06-14,2.1,62.2,100.0,2025-06
Jayashankar,Malharrao,2025-06-15,0.0,58.1,94.7,2025-06
Jayashankar,Malharrao,2025-06-16,0.0,61.5,85.9,2025-06
Jayashankar,Malharrao,2025-06-17,13.2,65.0,100.0,2025-06
Jayashankar,Malharrao,2025-06-18,0.0,56.4,85.4,2025-06
Jayashankar,Malharrao,2025-06-19,0.0,52.2,71.5,2025-06
Jayashankar,Malharrao,2025-06-20,0.5,55.5,70.3,2025-06
Jayashankar,Malharrao,2025-06-21,0.0,50.4,91.3,2025-06
Jayashankar,Malharrao,2025-06-22,6.9,50.4,100.0,2025-06
Jayashankar,Malharrao,2025-06-23,9.2,53.6,100.0,2025-06
Jayashankar,Malharrao,2025-06-24,2.4,68.1,100.0,2025-06
Jayashankar,Malharrao,2025-06-25,19.0,69.6,100.0,2025-06
Jayashankar,Malharrao,2025-06-26,11.4,71.0,100.0,2025-06
Jayashankar,Malharrao,2025-06-27,7.4,76.0,100.0,2025-06
Jayashankar,Malharrao,2025-06-28,0.0,64.5,100.0,2025-06
Jayashankar,Malharrao,2025-06-29,0.3,63.1,83.5,2025-06
Jayashankar,Malharrao,2025-06-30,15.7,65.7,100.0,2025-06
Jayashankar,Mogullapalle,2025-04-06,0.0,46.3,78.8,2025-04
Jayashankar,Mogullapalle,2025-08-06,2.5,39.9,85.8,2025-08
Jayashankar,Mogullapalle,2025-12-06,0.0,66.0,89.8,2025-12
Jayashankar,Mogullapalle,2025-02-06,0.0,47.5,78.3,2025-02
Jayashankar,Mogullapalle,2025-01-06,0.0,54.6,87.3,2025-01
Jayashankar,Mogullapalle,2025-07-06,0.0,40.8,79.3,2025-07
Jayashankar,Mogullapalle,2025-06-06,0.0,48.3,78.3,2025-06
Jayashankar,Mogullapalle,2025-03-06,0.3,50.8,77.8,2025-03
Jayashankar,Mogullapalle,2025-05-06,0.0,45.1,74.3,2025-05
Jayashankar,Mogullapalle,2025-11-06,0.0,57.4,96.3,2025-11
Jayashankar,Mogullapalle,2025-10-06,0.0,75.9,94.6,2025-10
Jayashankar,Mogullapalle,2025-09-06,3.5,41.1,88.3,2025-09
Jayashankar,Mogullapalle,2025-06-13,0.3,60.6,98.8,2025-06
Jayashankar,Mogullapalle,2025-06-14,0.6,60.6,91.9,2025-06
Jayashankar,Mogullapalle,2025-06-15,6.2,56.3,86.5,2025-06
Jayashankar,Mogullapalle,2025-06-16,0.0,60.0,82.8,2025-06
Jayashankar,Mogullapalle,2025-06-17,1.5,60.6,87.8,2025-06
Jayashankar,Mogullapalle,2025-06-18,0.0,49.3,72.8,2025-06
Jayashankar,Mogullapalle,2025-06-19,0.0,48.7,69.0,2025-06
Jayashankar,Mogullapalle,2025-06-20,0.0,54.2,77.8,2025-06
Jayashankar,Mogullapalle,2025-06-21,0.0,48.7,74.8,2025-06
Jayashankar,Mogullapalle,2025-06-22,3.8,46.3,100.0,2025-06
Jayashankar,Mogullapalle,2025-06-23,3.7,50.2,100.0,2025-06
Jayashankar,Mogullapalle,2025-06-24,2.8,60.1,100.0,2025-06
Jayashankar,Mogullapalle,2025-06-25,11.0,67.0,100.0,2025-06
Jayashankar,Mogullapalle,2025-06-26,12.3,67.0,100.0,2025-06
Jayashankar,Mogullapalle,2025-06-27,4.9,73.6,100.0,2025-06
Jayashankar,Mogullapalle,2025-06-28,0.0,61.7,89.3,2025-06
Jayashankar,Mogullapalle,2025-06-29,9.8,58.4,100.0,2025-06
Jayashankar,Mogullapalle,2025-06-30,19.0,63.3,100.0,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-04-06,0.0,47.1,79.0,2025-04
Jayashankar,Mutharam_Mahadevpur,2025-08-06,0.0,39.7,89.4,2025-08
Jayashankar,Mutharam_Mahadevpur,2025-12-06,0.0,69.9,100.0,2025-12
Jayashankar,Mutharam_Mahadevpur,2025-02-06,0.0,44.9,78.3,2025-02
Jayashankar,Mutharam_Mahadevpur,2025-01-06,0.0,53.6,95.9,2025-01
Jayashankar,Mutharam_Mahadevpur,2025-07-06,0.0,37.7,87.6,2025-07
Jayashankar,Mutharam_Mahadevpur,2025-06-06,0.0,44.9,92.6,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-03-06,0.0,43.2,83.3,2025-03
Jayashankar,Mutharam_Mahadevpur,2025-05-06,7.0,43.8,96.4,2025-05
Jayashankar,Mutharam_Mahadevpur,2025-11-06,11.2,56.6,100.0,2025-11
Jayashankar,Mutharam_Mahadevpur,2025-10-06,0.8,72.0,95.9,2025-10
Jayashankar,Mutharam_Mahadevpur,2025-09-06,4.3,39.7,76.7,2025-09
Jayashankar,Mutharam_Mahadevpur,2025-06-13,1.2,58.0,100.0,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-14,0.0,49.8,92.6,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-15,0.0,51.0,91.7,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-16,0.0,53.2,83.0,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-17,30.7,59.0,100.0,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-18,0.0,55.1,83.8,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-19,0.0,48.2,70.2,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-20,0.5,59.0,86.2,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-21,5.3,59.0,90.3,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-22,5.4,46.0,100.0,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-23,18.0,51.1,100.0,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-24,4.4,63.8,98.5,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-25,15.5,66.2,100.0,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-26,1.6,71.2,98.1,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-27,14.8,77.8,100.0,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-28,0.7,58.5,97.4,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-29,1.5,53.6,97.9,2025-06
Jayashankar,Mutharam_Mahadevpur,2025-06-30,15.0,61.4,100.0,2025-06
Jayashankar,Palmela,2025-04-06,0.0,48.7,88.3,2025-04
Jayashankar,Palmela,2025-08-06,0.0,41.5,87.3,2025-08
Jayashankar,Palmela,2025-12-06,0.7,67.7,95.6,2025-12
Jayashankar,Palmela,2025-02-06,0.0,45.9,82.0,2025-02
Jayashankar,Palmela,2025-01-06,0.0,55.5,89.7,2025-01
Jayashankar,Palmela,2025-07-06,0.0,38.6,83.2,2025-07
Jayashankar,Palmela,2025-06-06,0.0,53.1,93.1,2025-06
Jayashankar,Palmela,2025-03-06,0.0,46.9,77.3,2025-03
Jayashankar,Palmela,2025-05-06,2.8,44.8,93.6,2025-05
Jayashankar,Palmela,2025-11-06,0.0,57.5,77.9,2025-11
Jayashankar,Palmela,2025-10-06,0.8,78.3,91.6,2025-10
Jayashankar,Palmela,2025-09-06,0.0,39.8,72.4,2025-09
Jayashankar,Palmela,2025-06-13,0.0,67.1,92.1,2025-06
Jayashankar,Palmela,2025-06-14,0.0,57.4,89.3,2025-06
Jayashankar,Palmela,2025-06-15,0.0,53.1,90.2,2025-06
Jayashankar,Palmela,2025-06-16,0.0,56.2,84.0,2025-06
Jayashankar,Palmela,2025-06-17,40.1,60.7,96.2,2025-06
Jayashankar,Palmela,2025-06-18,0.0,57.2,85.2,2025-06
Jayashankar,Palmela,2025-06-19,0.0,50.9,83.2,2025-06
Jayashankar,Palmela,2025-06-20,0.0,61.0,89.7,2025-06
Jayashankar,Palmela,2025-06-21,0.0,57.3,89.7,2025-06
Jayashankar,Palmela,2025-06-22,1.1,46.6,94.8,2025-06
Jayashankar,Palmela,2025-06-23,25.4,52.7,81.0,2025-06
Jayashankar,Palmela,2025-06-24,1.3,63.6,95.1,2025-06
Jayashankar,Palmela,2025-06-25,17.2,65.2,96.4,2025-06
Jayashankar,Palmela,2025-06-26,2.4,69.7,94.1,2025-06
Jayashankar,Palmela,2025-06-27,7.1,73.8,95.6,2025-06
Jayashankar,Palmela,2025-06-28,4.5,69.5,94.6,2025-06
Jayashankar,Palmela,2025-06-29,1.6,57.1,95.6,2025-06
Jayashankar,Palmela,2025-06-30,17.0,63.7,96.2,2025-06
Jayashankar,Regonda,2025-04-06,0.0,51.2,80.4,2025-04
Jayashankar,Regonda,2025-08-06,1.3,42.0,81.7,2025-08
Jayashankar,Regonda,2025-12-06,0.0,60.4,87.2,2025-12
Jayashankar,Regonda,2025-02-06,0.0,45.0,72.7,2025-02
Jayashankar,Regonda,2025-01-06,0.0,55.6,92.0,2025-01
Jayashankar,Regonda,2025-07-06,0.5,36.5,81.9,2025-07
Jayashankar,Regonda,2025-06-06,0.0,45.5,74.0,2025-06
Jayashankar,Regonda,2025-03-06,0.0,44.8,74.3,2025-03
Jayashankar,Regonda,2025-05-06,0.0,38.7,70.5,2025-05
Jayashankar,Regonda,2025-11-06,0.0,52.7,87.3,2025-11
Jayashankar,Regonda,2025-10-06,1.4,72.2,81.7,2025-10
Jayashankar,Regonda,2025-09-06,4.1,39.3,79.9,2025-09
Jayashankar,Regonda,2025-06-13,0.0,51.1,90.2,2025-06
Jayashankar,Regonda,2025-06-14,0.0,55.1,88.9,2025-06
Jayashankar,Regonda,2025-06-15,18.1,55.6,93.3,2025-06
Jayashankar,Regonda,2025-06-16,0.0,60.9,81.2,2025-06
Jayashankar,Regonda,2025-06-17,0.0,56.6,81.7,2025-06
Jayashankar,Regonda,2025-06-18,0.9,45.5,73.1,2025-06
Jayashankar,Regonda,2025-06-19,0.0,44.5,65.5,2025-06
Jayashankar,Regonda,2025-06-20,0.0,50.6,74.4,2025-06
Jayashankar,Regonda,2025-06-21,0.0,46.1,73.1,2025-06
Jayashankar,Regonda,2025-06-22,6.9,43.3,92.0,2025-06
Jayashankar,Regonda,2025-06-23,6.5,49.0,95.1,2025-06
Jayashankar,Regonda,2025-06-24,9.1,56.6,95.1,2025-06
Jayashankar,Regonda,2025-06-25,57.6,63.7,97.0,2025-06
Jayashankar,Regonda,2025-06-26,33.8,64.2,97.0,2025-06
Jayashankar,Regonda,2025-06-27,8.3,82.2,97.0,2025-06
Jayashankar,Regonda,2025-06-28,0.0,56.6,83.7,2025-06
Jayashankar,Regonda,2025-06-29,2.4,54.2,85.0,2025-06
Jayashankar,Regonda,2025-06-30,30.6,60.9,96.6,2025-06
Jayashankar,Tekumatla,2025-04-06,0.0,45.3,78.3,2025-04
Jayashankar,Tekumatla,2025-08-06,2.9,37.5,81.8,2025-08
Jayashankar,Tekumatla,2025-12-06,0.0,65.4,92.5,2025-12
Jayashankar,Tekumatla,2025-02-06,0.0,44.4,79.0,2025-02
Jayashankar,Tekumatla,2025-01-06,0.0,54.4,85.8,2025-01
Jayashankar,Tekumatla,2025-07-06,0.0,39.2,79.2,2025-07
Jayashankar,Tekumatla,2025-06-06,0.0,45.4,77.2,2025-06
Jayashankar,Tekumatla,2025-03-06,0.0,47.6,75.4,2025-03
Jayashankar,Tekumatla,2025-05-06,0.0,42.1,73.5,2025-05
Jayashankar,Tekumatla,2025-11-06,1.1,56.5,96.5,2025-11
Jayashankar,Tekumatla,2025-10-06,3.0,75.4,92.8,2025-10
Jayashankar,Tekumatla,2025-09-06,1.0,39.6,86.7,2025-09
Jayashankar,Tekumatla,2025-06-13,2.3,61.0,99.1,2025-06
Jayashankar,Tekumatla,2025-06-14,13.4,59.8,96.5,2025-06
Jayashankar,Tekumatla,2025-06-15,0.3,56.6,90.8,2025-06
Jayashankar,Tekumatla,2025-06-16,0.0,60.9,85.1,2025-06
Jayashankar,Tekumatla,2025-06-17,0.0,59.7,85.8,2025-06
Jayashankar,Tekumatla,2025-06-18,0.0,48.3,72.6,2025-06
Jayashankar,Tekumatla,2025-06-19,0.0,46.8,69.7,2025-06
Jayashankar,Tekumatla,2025-06-20,0.0,54.2,79.8,2025-06
Jayashankar,Tekumatla,2025-06-21,0.0,48.1,77.1,2025-06
Jayashankar,Tekumatla,2025-06-22,3.1,46.9,100.0,2025-06
Jayashankar,Tekumatla,2025-06-23,2.8,49.8,100.0,2025-06
Jayashankar,Tekumatla,2025-06-24,1.7,58.5,99.3,2025-06
Jayashankar,Tekumatla,2025-06-25,3.6,68.3,100.0,2025-06
Jayashankar,Tekumatla,2025-06-26,24.4,66.3,100.0,2025-06
Jayashankar,Tekumatla,2025-06-27,9.5,72.0,100.0,2025-06
Jayashankar,Tekumatla,2025-06-28,0.0,58.4,91.1,2025-06
Jayashankar,Tekumatla,2025-06-29,1.6,57.5,98.7,2025-06
Jayashankar,Tekumatla,2025-06-30,16.5,61.6,100.0,2025-06
Jogulamba Gadwal,13,2025-04-06,0.0,44.9,82.2,2025-04
Jogulamba Gadwal,13,2025-08-06,1.8,37.1,96.9,2025-08
Jogulamba Gadwal,13,2025-12-06,24.6,67.8,100.0,2025-12
Jogulamba Gadwal,13,2025-02-06,0.0,46.0,89.0,2025-02
Jogulamba Gadwal,13,2025-01-06,0.0,54.4,86.5,2025-01
Jogulamba Gadwal,13,2025-07-06,10.7,37.1,74.0,2025-07
Jogulamba Gadwal,13,2025-06-06,0.0,46.5,81.2,2025-06
Jogulamba Gadwal,13,2025-03-06,0.0,42.7,81.4,2025-03
Jogulamba Gadwal,13,2025-05-06,0.0,32.7,80.8,2025-05
Jogulamba Gadwal,13,2025-11-06,1.7,44.9,100.0,2025-11
Jogulamba Gadwal,13,2025-10-06,0.0,42.4,80.5,2025-10
Jogulamba Gadwal,13,2025-09-06,0.0,44.9,90.1,2025-09
Jogulamba Gadwal,13,2025-06-13,2.0,75.0,100.0,2025-06
Jogulamba Gadwal,13,2025-06-14,0.0,79.0,100.0,2025-06
Jogulamba Gadwal,13,2025-06-15,1.2,73.5,99.9,2025-06
Jogulamba Gadwal,13,2025-06-16,1.0,71.0,100.0,2025-06
Jogulamba Gadwal,13,2025-06-17,2.8,70.7,100.0,2025-06
Jogulamba Gadwal,13,2025-06-18,0.0,50.9,89.4,2025-06
Jogulamba Gadwal,13,2025-06-19,0.4,47.1,86.3,2025-06
Jogulamba Gadwal,13,2025-06-20,0.0,43.8,83.1,2025-06
Jogulamba Gadwal,13,2025-06-21,0.9,47.1,93.5,2025-06
Jogulamba Gadwal,13,2025-06-22,0.0,41.1,82.1,2025-06
Jogulamba Gadwal,13,2025-06-23,5.3,32.7,95.5,2025-06
Jogulamba Gadwal,13,2025-06-24,0.0,44.0,89.9,2025-06
Jogulamba Gadwal,13,2025-06-25,8.9,53.5,98.2,2025-06
Jogulamba Gadwal,13,2025-06-26,0.0,66.4,89.1,2025-06
Jogulamba Gadwal,13,2025-06-27,0.5,55.4,91.4,2025-06
Jogulamba Gadwal,13,2025-06-28,0.0,51.0,86.3,2025-06
Jogulamba Gadwal,13,2025-06-29,3.8,41.7,85.7,2025-06
Jogulamba Gadwal,13,2025-06-30,0.9,47.2,88.9,2025-06
Jogulamba Gadwal,Aiza,2025-04-06,0.0,45.3,86.6,2025-04
Jogulamba Gadwal,Aiza,2025-08-06,0.1,40.4,83.4,2025-08
Jogulamba Gadwal,Aiza,2025-12-06,48.8,57.1,100.0,2025-12
Jogulamba Gadwal,Aiza,2025-02-06,0.0,45.3,89.2,2025-02
Jogulamba Gadwal,Aiza,2025-01-06,0.0,43.8,86.9,2025-01
Jogulamba Gadwal,Aiza,2025-07-06,0.0,40.4,77.7,2025-07
Jogulamba Gadwal,Aiza,2025-06-06,0.0,46.8,83.5,2025-06
Jogulamba Gadwal,Aiza,2025-03-06,0.4,44.5,83.1,2025-03
Jogulamba Gadwal,Aiza,2025-05-06,0.0,38.2,82.2,2025-05
Jogulamba Gadwal,Aiza,2025-11-06,0.0,46.8,80.3,2025-11
Jogulamba Gadwal,Aiza,2025-10-06,0.0,44.2,82.2,2025-10
Jogulamba Gadwal,Aiza,2025-09-06,0.4,43.2,92.0,2025-09
Jogulamba Gadwal,Aiza,2025-06-13,0.0,68.4,100.0,2025-06
Jogulamba Gadwal,Aiza,2025-06-14,0.4,66.1,97.4,2025-06
Jogulamba Gadwal,Aiza,2025-06-15,0.7,60.1,92.0,2025-06
Jogulamba Gadwal,Aiza,2025-06-16,0.6,57.6,91.6,2025-06
Jogulamba Gadwal,Aiza,2025-06-17,0.2,56.1,91.0,2025-06
Jogulamba Gadwal,Aiza,2025-06-18,0.5,46.9,100.0,2025-06
Jogulamba Gadwal,Aiza,2025-06-19,0.3,48.6,94.0,2025-06
Jogulamba Gadwal,Aiza,2025-06-20,0.0,44.5,100.0,2025-06
Jogulamba Gadwal,Aiza,2025-06-21,0.2,48.9,95.1,2025-06
Jogulamba Gadwal,Aiza,2025-06-22,0.2,45.8,85.6,2025-06
Jogulamba Gadwal,Aiza,2025-06-23,2.2,43.1,95.4,2025-06
Jogulamba Gadwal,Aiza,2025-06-24,0.4,49.1,92.3,2025-06
Jogulamba Gadwal,Aiza,2025-06-25,6.6,53.4,98.9,2025-06
Jogulamba Gadwal,Aiza,2025-06-26,0.0,58.6,90.6,2025-06
Jogulamba Gadwal,Aiza,2025-06-27,0.0,51.5,87.2,2025-06
Jogulamba Gadwal,Aiza,2025-06-28,1.3,49.1,88.2,2025-06
Jogulamba Gadwal,Aiza,2025-06-29,0.0,45.3,87.0,2025-06
Jogulamba Gadwal,Aiza,2025-06-30,4.2,44.8,100.0,2025-06
Jogulamba Gadwal,Alampur,2025-04-06,0.0,49.2,74.0,2025-04
Jogulamba Gadwal,Alampur,2025-08-06,2.8,43.1,92.7,2025-08
Jogulamba Gadwal,Alampur,2025-12-06,11.9,59.0,97.7,2025-12
Jogulamba Gadwal,Alampur,2025-02-06,0.0,48.7,73.1,2025-02
Jogulamba Gadwal,Alampur,2025-01-06,0.0,49.4,78.8,2025-01
Jogulamba Gadwal,Alampur,2025-07-06,0.0,41.5,75.3,2025-07
Jogulamba Gadwal,Alampur,2025-06-06,0.0,44.6,76.3,2025-06
Jogulamba Gadwal,Alampur,2025-03-06,0.0,42.9,75.0,2025-03
Jogulamba Gadwal,Alampur,2025-05-06,0.0,39.4,71.8,2025-05
Jogulamba Gadwal,Alampur,2025-11-06,0.2,44.1,82.9,2025-11
Jogulamba Gadwal,Alampur,2025-10-06,0.0,40.6,77.4,2025-10
Jogulamba Gadwal,Alampur,2025-09-06,0.0,43.9,86.4,2025-09
Jogulamba Gadwal,Alampur,2025-06-13,0.0,68.7,96.6,2025-06
Jogulamba Gadwal,Alampur,2025-06-14,20.3,61.8,99.1,2025-06
Jogulamba Gadwal,Alampur,2025-06-15,0.0,63.2,91.3,2025-06
Jogulamba Gadwal,Alampur,2025-06-16,0.0,59.8,89.4,2025-06
Jogulamba Gadwal,Alampur,2025-06-17,0.4,54.7,85.1,2025-06
Jogulamba Gadwal,Alampur,2025-06-18,2.0,46.0,81.0,2025-06
Jogulamba Gadwal,Alampur,2025-06-19,0.0,49.8,79.1,2025-06
Jogulamba Gadwal,Alampur,2025-06-20,0.0,44.9,78.3,2025-06
Jogulamba Gadwal,Alampur,2025-06-21,0.0,48.1,85.6,2025-06
Jogulamba Gadwal,Alampur,2025-06-22,5.9,48.1,84.8,2025-06
Jogulamba Gadwal,Alampur,2025-06-23,0.9,42.8,87.7,2025-06
Jogulamba Gadwal,Alampur,2025-06-24,1.3,52.5,87.3,2025-06
Jogulamba Gadwal,Alampur,2025-06-25,5.8,54.2,93.9,2025-06
Jogulamba Gadwal,Alampur,2025-06-26,8.6,56.7,93.9,2025-06
Jogulamba Gadwal,Alampur,2025-06-27,0.0,53.4,81.2,2025-06
Jogulamba Gadwal,Alampur,2025-06-28,0.3,47.6,81.6,2025-06
Jogulamba Gadwal,Alampur,2025-06-29,2.2,44.4,80.7,2025-06
Jogulamba Gadwal,Alampur,2025-06-30,9.0,47.6,94.8,2025-06
Jogulamba Gadwal,Dharur,2025-04-06,0.0,48.5,100.0,2025-04
Jogulamba Gadwal,Dharur,2025-08-06,0.1,47.2,95.1,2025-08
Jogulamba Gadwal,Dharur,2025-12-06,30.2,60.6,100.0,2025-12
Jogulamba Gadwal,Dharur,2025-02-06,2.9,50.8,100.0,2025-02
Jogulamba Gadwal,Dharur,2025-01-06,0.0,54.3,100.0,2025-01
Jogulamba Gadwal,Dharur,2025-07-06,0.0,43.0,88.1,2025-07
Jogulamba Gadwal,Dharur,2025-06-06,0.0,53.4,94.0,2025-06
Jogulamba Gadwal,Dharur,2025-03-06,0.0,53.1,95.1,2025-03
Jogulamba Gadwal,Dharur,2025-05-06,0.0,41.0,95.3,2025-05
Jogulamba Gadwal,Dharur,2025-11-06,0.0,52.4,93.0,2025-11
Jogulamba Gadwal,Dharur,2025-10-06,0.0,46.8,90.7,2025-10
Jogulamba Gadwal,Dharur,2025-09-06,0.0,47.2,100.0,2025-09
Jogulamba Gadwal,Dharur,2025-06-13,3.3,62.5,100.0,2025-06
Jogulamba Gadwal,Dharur,2025-06-14,0.0,61.1,100.0,2025-06
Jogulamba Gadwal,Dharur,2025-06-15,2.4,66.7,97.4,2025-06
Jogulamba Gadwal,Dharur,2025-06-16,0.5,59.6,94.5,2025-06
Jogulamba Gadwal,Dharur,2025-06-17,2.4,63.4,99.6,2025-06
Jogulamba Gadwal,Dharur,2025-06-18,0.0,47.6,94.5,2025-06
Jogulamba Gadwal,Dharur,2025-06-19,0.0,48.5,97.8,2025-06
Jogulamba Gadwal,Dharur,2025-06-20,0.0,44.7,95.8,2025-06
Jogulamba Gadwal,Dharur,2025-06-21,0.7,49.6,100.0,2025-06
Jogulamba Gadwal,Dharur,2025-06-22,0.0,46.3,92.2,2025-06
Jogulamba Gadwal,Dharur,2025-06-23,7.4,43.7,100.0,2025-06
Jogulamba Gadwal,Dharur,2025-06-24,1.5,52.7,100.0,2025-06
Jogulamba Gadwal,Dharur,2025-06-25,0.9,57.2,100.0,2025-06
Jogulamba Gadwal,Dharur,2025-06-26,3.4,56.7,100.0,2025-06
Jogulamba Gadwal,Dharur,2025-06-27,0.6,55.8,100.0,2025-06
